RowID,State,CoC Name,CoC ID,HUD CoC Number,Year,Organization Name,Program Name,Program Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,Mc Kinney-Vento,Beds for Households With Children,Units for Households With Children,Beds for Households Without Children,Beds for Households With Only Children,Total Year Round Beds,Chronically Homeless Beds,HMIS Beds for Households With Children,HMIS Beds for Households Without Children,HMIS Beds for Households With Only Children,Domestic Violence Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Overflow and Voucher Beds,HMIS Overflow and Voucher Beds,PIT Count,Total Beds
124296,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,South Shore Association for Independent Living,Sponsor Based S+C for High Need Individuals,PSH,,369059,N,SMF+HC,,TRUE,6,2,16,0,22,0,6,16,0,,,,,,,,22,22
127060,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suburban Housing,HUD 1999,PSH,,363160,C,HC,,TRUE,14,2,0,0,14,0,14,0,0,,,,,,,,9,14
127061,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suburban Housing,HUD 2000 SHP,PSH,,363160,C,HC,,TRUE,23,4,0,0,23,0,23,0,0,,,,,,,,18,23
127062,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suburban Housing,HUD 2001 SHP,PSH,,363160,C,HC,,TRUE,22,4,0,0,22,0,22,0,0,,,,,,,,20,22
127063,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suburban Housing,HUD 2005 SHP,PSH,,363160,C,HC,,TRUE,18,3,0,0,18,0,18,0,0,,,,,,,,17,18
127016,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suburban Housing,Permanent Housing Programs,PSH,,369103,C,HC,,FALSE,241,55,0,0,241,0,241,0,0,,,,,,,,238,241
127017,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suffolk County United Veterans Program,Senior Quarters,PSH,,369103,C,SM,VET,TRUE,0,0,10,0,10,0,0,10,0,,,,,,,,8,10
127022,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suffolk County United Veterans Program,SRO Scattered Sites,TH,F,369103,C,SM,VET,FALSE,0,0,9,0,9,,0,9,0,,,,,,,,6,9
127018,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suffolk County United Veterans Program,Veterans Community,PSH,,369103,C,SM,VET,FALSE,0,0,20,0,20,0,0,20,0,,,,,,,,11,20
126969,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suffolk County United Veterans Program,VETS Place,ES,F,369103,C,SMF,VET,FALSE,0,0,10,0,10,,0,10,0,,0,0,,,0,0,7,10
127064,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suffolk County United Veterans Program,VETS PLACE - HUD - TH,TH,F,369103,C,SM,VET,TRUE,0,0,14,0,14,,0,14,0,,,,,,,,15,14
126970,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,Suffolk DSS,Various Providers,ES,V,369103,C,SMF+HC,,FALSE,148,72,0,0,148,,0,0,0,,0,0,,,700,0,848,848
124253,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,The Interfaith Nutrition Network,Catherine Martin INN,PSH,,369059,C,SM,VET,FALSE,0,0,7,0,7,0,0,7,0,,,,,,,,3,7
124237,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,The Interfaith Nutrition Network,Donald Axinn INN,ES,F,369059,C,SM,,FALSE,0,0,18,0,18,,0,18,0,,0,0,,,0,0,16,18
124238,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,The Interfaith Nutrition Network,Edna Moran INN,ES,F,369059,C,HC,,FALSE,35,12,0,0,35,,35,0,0,,0,0,,,0,0,21,35
124291,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,The Interfaith Nutrition Network,Herman INN,PSH,,369059,C,HC,,TRUE,11,2,0,0,11,0,11,0,0,,,,,,,,11,11
124297,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,The Interfaith Nutrition Network,Long Term Housing,PSH,,369059,C,HC,,FALSE,68,18,0,0,68,0,0,0,0,,,,,,,,68,68
124239,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,The Interfaith Nutrition Network,Rosa Parks INN,ES,F,369059,C,HC,,FALSE,29,9,0,0,29,,29,0,0,,0,0,,,0,0,27,29
127019,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,TSLI,TSLI Summit,PSH,,363160,C,SMF+HC,,TRUE,5,2,10,0,15,0,5,10,0,,,,,,,,15,15
127068,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Anne Marie's House,ES,F,363160,C,HC,,FALSE,16,5,0,0,16,,16,0,0,,0,0,,,0,0,16,16
127066,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Elsie,TH,F,363160,C,SM,,FALSE,0,0,6,0,6,,0,6,0,,,,,,,,6,6
124299,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Freeport,TH,F,369059,C,SM,VET,FALSE,0,0,13,0,13,,0,13,0,,,,,,,,10,13
127029,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,HUD Supportive Housing,PSH,,360352,C,SM,,TRUE,0,0,23,0,23,0,0,23,0,,,,,,,,22,23
127067,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Mary's House,ES,F,363160,C,HC,,FALSE,16,5,0,0,16,,16,0,0,,0,0,,,0,0,16,16
127020,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Permanent Housing,PSH,,363088,C,SM,,FALSE,0,0,20,0,20,0,0,20,0,,,,,,,,20,20
127065,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Ridge,TH,F,363160,C,SF,,FALSE,,,11,,11,,,11,,,,,,,,,9,11
127021,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Shelter Plus Care,PSH,,369103,C,HC,,TRUE,21,17,0,0,21,0,21,0,0,,,,,,,,22,21
126977,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Transitional Housing for Homeless Veterans,TH,F,363160,C,SF,VET,FALSE,0,0,6,0,6,,0,6,0,,,,,,,,6,6
124254,NY,"Nassau, Suffolk Counties/Babylon/Islip/ Huntington CoC",1019,NY-603,2012,United Veterans Beacon House,Transitional Housing for Homeless Veterans,TH,F,369059,C,SM,VET,FALSE,0,0,52,0,52,,0,52,0,,,,,,,,50,52
115682,NY,New York City CoC,1037,NY-600,2012,111 Ellington Management Corporation,Ellington Hotel,ES,F,364436,C,SMF+HC,,FALSE,183,85,,,183,,183,,,,,,,,,,166,183
115683,NY,New York City CoC,1037,NY-600,2012,111 Ellington Management Corporation,Ellington Hotel,ES,F,364436,N,SMF+HC,,FALSE,,,4,,4,,,4,,,,,,,,,4,4
115294,NY,New York City CoC,1037,NY-600,2012,163rd Street Improvement Council,Odgen Avenue Residence,PSH,,364436,C,SM,,TRUE,,,40,,40,0,,40,,,,,,,,,40,40
115830,NY,New York City CoC,1037,NY-600,2012,Abyssinian Development corporation,Transitional Housing,TH,F,364436,C,HC,,FALSE,82,25,,,82,,0,,,,,,,,,,80,82
115297,NY,New York City CoC,1037,NY-600,2012,Addicts Rehabilitation Center,James Bryant Homes (2027 Madison Ave.),PSH,,364436,C,SMF,,TRUE,,,32,,32,21,,32,,,,,,,,,32,32
115299,NY,New York City CoC,1037,NY-600,2012,Addicts Rehabilitation Center,NY/NY III Housing Program - Category A (2012) - The Nave,PSH,,364436,U,SMF,,FALSE,,,10,,10,10,,,,,,,,,,,,10
115296,NY,New York City CoC,1037,NY-600,2012,Addicts Rehabilitation Center,Transitional Housing - 128th Street,TH,F,364436,C,SMF,,TRUE,,,204,,204,,,204,,,,,,,,,199,204
115295,NY,New York City CoC,1037,NY-600,2012,Addicts Rehabilitation Center,Vincent Cyrus Plaza II,PSH,,364436,C,SMF,,TRUE,,,40,,40,26,,40,,,,,,,,,40,40
115867,NY,New York City CoC,1037,NY-600,2012,"African American Planning Commission, Inc.",NY/NY III Housing Program - Category G  - Edwin's Place,PSH,,364436,U,HC,,FALSE,78,25,,,78,72,,,,,,,,,,,,78
115664,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Bronx Bridge I,ES,F,364436,C,SMF+HC,,FALSE,119,21,4,,123,,119,4,,,,,,,,,123,123
115657,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Bronx Bridge II,ES,F,364436,C,HC,,FALSE,122,25,,,122,,122,,,,,,,,,,122,122
115663,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Bronx Neighborhood,ES,O,364436,C,SMF+HC,,FALSE,1113,220,25,,1138,,1113,25,,,,,,,,,1113,1138
115656,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Bronx Neighborhood Annex CL,ES,O,364436,C,SMF+HC,,FALSE,1905,342,6,,1911,,1905,6,,,,,,,,,1800,1911
115662,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Henwood Place,ES,F,364436,C,SMF+HC,,FALSE,192,41,2,,194,,192,2,,,,,,,,,189,194
115658,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Julio's Family Place,ES,F,364436,C,SMF+HC,,FALSE,119,23,2,,121,,119,2,,,,,,,,,121,121
115667,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Julio's House,ES,F,364436,C,HC,,FALSE,64,19,,,64,,64,,,,,,,,,,64,64
115665,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Mike's House,ES,F,364436,N,SMF+HC,,FALSE,31,2,,,31,,31,,,,,,,,,,31,31
115659,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Mike's House,ES,F,364436,C,SMF+HC,,FALSE,37,12,4,,41,,37,4,,,,,,,,,41,41
115669,NY,New York City CoC,1037,NY-600,2012,Aguilla Foundation,Mike's House Annex,ES,F,364436,C,HC,,FALSE,78,16,,,78,,78,,,,,,,,,,78,78
115673,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Aladdin Hotel (Longacre),ES,F,364436,C,CO,,FALSE,,,295,,295,,,295,,,,,,,,,295,295
115674,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Alan's House,ES,F,364436,N,SMF+HC,,FALSE,,,6,,6,,,6,,,,,,,,,6,6
115680,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Alan's House,ES,F,364436,C,SMF+HC,,FALSE,127,57,,,127,,127,,,,,,,,,,125,127
115675,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Apollo Hotel,ES,F,364436,C,SMF+HC,,FALSE,134,46,18,,152,,134,18,,,,,,,,,126,152
115677,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Frant Hotel,ES,F,364436,C,SMF+HC,,FALSE,253,87,6,,259,,253,6,,,,,,,,,253,259
115679,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Frant Hotel,ES,F,364436,N,SMF+HC,,FALSE,,,14,,14,,,14,,,,,,,,,14,14
115671,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Gracey Inn,ES,F,364436,C,CO,,FALSE,,,80,,80,,,80,,,,,,,,,80,80
115670,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Parkview,ES,F,364436,C,CO,,FALSE,,,400,,400,,,400,,,,,,,,,400,400
115676,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Ping Family Residence,ES,F,364436,C,SMF+HC,,FALSE,61,24,14,,75,,61,14,,,,,,,,,70,75
115681,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Sugar Hill,ES,F,364436,C,HC,,FALSE,112,14,,,112,,112,,,,,,,,,,8,112
115678,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Tower Hotel,ES,F,364436,C,HC,,FALSE,219,43,,,219,,219,,,,,,,,,,209,219
115672,NY,New York City CoC,1037,NY-600,2012,Alan Lapes,Washington Hotel,ES,F,364436,C,CO,,FALSE,,,129,,129,,,129,,,,,,,,,129,129
115757,NY,New York City CoC,1037,NY-600,2012,"Ali Forney Center, The",Ali Forney Center #1,TH,F,364436,C,SMF,,TRUE,,,18,,18,,,18,,,,,,,,,18,18
115758,NY,New York City CoC,1037,NY-600,2012,"Ali Forney Center, The",Ali Forney Center #2,TH,F,364436,C,SMF,,TRUE,,,12,,12,,,12,,,,,,,,,12,12
115450,NY,New York City CoC,1037,NY-600,2012,All Craft Foundation,All Craft Foundation,TH,F,364436,C,SMF,,FALSE,,,6,,6,,,0,,,,,,,,,6,6
115451,NY,New York City CoC,1037,NY-600,2012,Anchor House,Anchor House,TH,F,364436,C,SM,,TRUE,,,50,,50,,,50,,,,,,,,,49,50
115775,NY,New York City CoC,1037,NY-600,2012,Aquinas Housing Corp.,Residencia Estrella - Vargas,PSH,,364436,C,HC,,FALSE,108,33,,,108,0,0,,,,,,,,,,106,108
114823,NY,New York City CoC,1037,NY-600,2012,Argus Community,Argus IV,TH,F,364436,C,SM,,TRUE,,,10,,10,,,10,,,,,,,,,10,10
114822,NY,New York City CoC,1037,NY-600,2012,Argus Community,Harbor House,PSH,,364436,C,SMF,,TRUE,,,59,,59,15,,59,,,,,,,,,58,59
115452,NY,New York City CoC,1037,NY-600,2012,Asian Americans For Equality,Clinton Houses,PSH,,364436,C,SMF,,FALSE,,,3,,3,0,,0,,,,,,,,,3,3
115453,NY,New York City CoC,1037,NY-600,2012,Asian Americans For Equality,Equality Houses,PSH,,364436,C,SMF,,FALSE,,,11,,11,0,,0,,,,,,,,,11,11
114824,NY,New York City CoC,1037,NY-600,2012,"Association for Rehabilitative Case Management and Housing, The",NY/NY III Housing Program - Category A (2009),PSH,,364436,C,SMF,,FALSE,,,6,,6,6,,0,,,,,,,,,5,6
115301,NY,New York City CoC,1037,NY-600,2012,Association to Benefit Children,Jamie Rose,PSH,,364436,C,HC,HIV,TRUE,20,8,,,20,5,20,,,,,,,,,,20,20
115303,NY,New York City CoC,1037,NY-600,2012,Bailey House,Schafer Hall,PSH,,364436,C,HC,HIV,TRUE,93,30,,,93,0,93,,,,,,,,,,92,93
115302,NY,New York City CoC,1037,NY-600,2012,Bailey House,Stars II,PSH,,364436,U,SMF,HIV,TRUE,,,8,,8,2,,,,,,,,,,,,8
115454,NY,New York City CoC,1037,NY-600,2012,Banana Kelly Community Improvement Association,Rental Assistance Program,PSH,,364436,N,SMF+HC,,TRUE,62,20,3,,65,44,62,3,,,,,,,,,65,65
115457,NY,New York City CoC,1037,NY-600,2012,Banana Kelly Community Improvement Association,Rental Assistance Program,PSH,,364436,C,SMF+HC,,TRUE,96,31,11,,107,0,96,11,,,,,,,,,105,107
115611,NY,New York City CoC,1037,NY-600,2012,Barrier Free Living,Barrier Free,ES,F,364436,C,SMF,,FALSE,,,48,,48,,,48,,,,,,,,,44,48
115613,NY,New York City CoC,1037,NY-600,2012,Barrier Free Living,NY/NY III Housing Program - Category A (2012),PSH,,364436,U,SMF,,FALSE,,,70,,70,70,,,,,,,,,,,,70
115612,NY,New York City CoC,1037,NY-600,2012,Barrier Free Living,NY/NY III Housing Program - Category G (2012),PSH,,364436,U,HC,,FALSE,155,50,,,155,143,,,,,,,,,,,,155
115843,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",Bronx Basic Clusters,ES,O,364436,C,SMF+HC,,FALSE,240,74,20,,260,,240,20,,,,,,,,,254,260
115838,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",Bronx Basic Clusters II,ES,O,364436,C,SMF+HC,,FALSE,1268,304,20,,1288,,1268,20,,,,,,,,,1088,1288
115841,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",Manhattan Basic Clusters,ES,O,364436,C,SMF+HC,,FALSE,195,59,7,,202,,195,7,,,,,,,,,199,202
115842,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",Manhattan Basic Clusters II,ES,O,364436,C,SMF+HC,,FALSE,71,20,5,,76,,71,5,,,,,,,,,72,76
115835,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",NY/NY III Housing Program - Category F,PSH,,364436,C,SMF,,FALSE,,,50,,50,0,,0,,,,,,,,,49,50
115839,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",NY/NY III Housing Program - Category G (2012),PSH,,364436,U,HC,,FALSE,46,15,,,46,42,,,,,,,,,,,,46
115840,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",Ramsey's Place,ES,F,364436,C,SMF+HC,,FALSE,97,32,6,,103,,97,6,,,,,,,,,103,103
115837,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",Skyway,ES,F,364436,C,SM,,FALSE,,,174,,174,,,174,,,,,,,,,174,174
115844,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",St. Peter's Avenue Basics Residence,ES,F,364436,C,HC,,FALSE,101,38,,,101,,101,,,,,,,,,,98,101
115836,NY,New York City CoC,1037,NY-600,2012,"BASICS, Inc.",The Stadium,ES,F,364436,C,SM,,FALSE,,,200,,200,,,200,,,,,,,,,198,200
114829,NY,New York City CoC,1037,NY-600,2012,Beacon of Hope House,East Bronx Supported Housing,PSH,,364436,C,SMF,,FALSE,,,25,,25,0,,0,,,,,,,,,25,25
115684,NY,New York City CoC,1037,NY-600,2012,Ben Berger,Grand Concourse Residence,ES,F,364436,C,CO,,FALSE,,,221,,221,,,221,,,,,,,,,221,221
115701,NY,New York City CoC,1037,NY-600,2012,Berger and Berger Associates,Cross Bronx Motel,ES,F,364436,C,SMF+HC,,FALSE,186,88,12,,198,,186,12,,,,,,,,,183,198
115702,NY,New York City CoC,1037,NY-600,2012,Berger and Berger Associates,Lincoln Atlantic Hotel,ES,F,364436,N,SMF+HC,,FALSE,,,10,,10,,,10,,,,,,,,,10,10
115703,NY,New York City CoC,1037,NY-600,2012,Berger and Berger Associates,Lincoln Atlantic Hotel,ES,F,364436,C,SMF+HC,,FALSE,151,53,4,,155,,151,4,,,,,,,,,146,155
115700,NY,New York City CoC,1037,NY-600,2012,Berger and Berger Associates,Metro Family Residence,ES,F,364436,C,SMF+HC,,FALSE,227,72,5,,232,,227,5,,,,,,,,,223,232
115704,NY,New York City CoC,1037,NY-600,2012,Berger and Berger Associates,Metro Family Residence,ES,F,364436,N,SMF+HC,,FALSE,,,3,,3,,,3,,,,,,,,,3,3
115251,NY,New York City CoC,1037,NY-600,2012,Black Veterans for Social Justice,Pamoja House,ES,F,364436,C,SM,,TRUE,,,194,,194,,,194,,,,,,,,,194,194
115252,NY,New York City CoC,1037,NY-600,2012,Black Veterans for Social Justice,Rental Assistance Program,TH,F,364436,C,SMF,,FALSE,,,22,,22,,,0,,,,,,,,,21,22
115255,NY,New York City CoC,1037,NY-600,2012,Black Veterans for Social Justice,VA-GPD-Brooklyn,TH,F,364436,N,SFHC,VET,FALSE,,,3,,3,,,0,,,,,,,,,3,3
115256,NY,New York City CoC,1037,NY-600,2012,Black Veterans for Social Justice,VA-GPD-Brooklyn,TH,F,364436,C,SFHC,VET,FALSE,4,2,,,4,,0,,,,,,,,,,4,4
115253,NY,New York City CoC,1037,NY-600,2012,Black Veterans for Social Justice,Wazobia House,PSH,,364436,C,SMF,,TRUE,,,16,,16,10,,16,,,,,,,,,16,16
114842,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Bowery Safe Haven (BRC Safe Haven),ES,F,364436,C,SM,,TRUE,,,52,,52,,,52,,,,,,,,,52,52
114839,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,BRC Reception Center,ES,F,364436,C,SMF,,FALSE,,,77,,77,,,77,,,,,,,,,76,77
114855,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,BRC Reception Center,ES,F,364436,N,SMF,,FALSE,,,19,,19,,,19,,,,,,,,,19,19
114851,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Callaway Family Residence,ES,F,364436,N,SF,,FALSE,,,1,,1,,,1,,,,,,,,,1,1
114845,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Callaway Family Residence,ES,F,364436,C,SF,,FALSE,,,29,,29,,,29,,,,,,,,,19,29
114833,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Cecil Ivory House,TH,F,364436,C,SMF,,TRUE,,,24,,24,,,24,,,,,,,,,23,24
114830,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Clyde Burton SRO,PSH,,364436,C,SMF,,TRUE,,,33,,33,33,,33,,,,,,,,,33,33
114848,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,DHS-Stabilization Beds,ES,F,364436,C,SMF,,FALSE,,,72,,72,,,0,,,,,,,,,72,72
114854,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Fountain/Liberty,PSH,,364436,C,SMF+HC,,TRUE,30,3,28,,58,14,30,28,,,,,,,,,58,58
114831,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Fulton House,TH,F,364436,C,SMF,,TRUE,,,40,,40,,,40,,,,,,,,,39,40
114850,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Jack Ryan Center,ES,F,364436,N,SM,,FALSE,,,200,,200,,,200,,,,,,,,,198,200
114844,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Lex Safe Haven,ES,F,364436,C,SMF,,TRUE,,,43,,43,,,43,,,,,,,,,43,43
114832,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Los Vecinos Community Residence,TH,F,364436,C,SMF,,TRUE,,,32,,32,,,32,,,,,,,,,31,32
114834,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Los Vecinos SRO,PSH,,364436,C,SMF,,FALSE,,,18,,18,18,,18,,,,,,,,,18,18
114840,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,NY/NY III Housing Program - Category A,PSH,,364436,C,SMF,,FALSE,,,10,,10,10,,0,,,,,,,,,9,10
114846,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,NY/NY III Housing Program - Category A (2009),PSH,,364436,C,SMF,,FALSE,,,15,,15,15,,0,,,,,,,,,14,15
114843,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,NY/NY III Housing Program - Category E,PSH,,364436,C,SMF,,FALSE,,,90,,90,90,,0,,,,,,,,,88,90
114847,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,NY/NY III Housing Program - Category F,PSH,,364436,C,SMF,,FALSE,,,25,,25,0,,0,,,,,,,,,24,25
114853,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,OASAS HomePlus17,PSH,,364436,C,SMF+HC,,TRUE,2,1,16,,18,4,2,16,,,,,,,,,18,18
114852,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,OASAS HomePlus24,PSH,,364436,C,SMF+HC,,TRUE,3,1,23,,26,5,3,23,,,,,,,,,26,26
114836,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Palace Hotel Supportive SRO,PSH,,364436,C,SMF,,TRUE,,,24,,24,16,,24,,,,,,,,,24,24
114838,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Palace Men's  Employment Program (BRC-Palace Program),TH,F,364436,C,SM,,TRUE,,,72,,72,,,72,,,,,,,,,72,72
114841,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Palace Women?s Employment Program (Palace Recovery to Work),TH,F,364436,C,SF,,TRUE,,,19,,19,,,19,,,,,,,,,19,19
114835,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,Scatter Site,PSH,,364436,C,SMF,,FALSE,,,60,,60,60,,0,,,,,,,,,59,60
114849,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,The Boulevard,ES,F,364436,C,SM,,FALSE,,,101,,101,,,101,,,,,,,,,101,101
114837,NY,New York City CoC,1037,NY-600,2012,Bowery Residents Committee,The Women?s Initiative (Palace Long-Term Stayers Program),TH,F,364436,C,SF,,TRUE,,,19,,19,,,19,,,,,,,,,19,19
114864,NY,New York City CoC,1037,NY-600,2012,"Bridge, The","Bridge Encampment House, The",TH,F,364436,C,SMF,,TRUE,,,9,,9,,,9,,,,,,,,,9,9
114868,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",Bridge S+C,PSH,,364436,C,SMF,,TRUE,,,9,,9,2,,9,,,,,,,,,9,9
114860,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",Graduate II Housing - East 6th Street,PSH,,364436,C,SMF,,TRUE,,,17,,17,4,,17,,,,,,,,,16,17
114865,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",Iyana House,PSH,,364436,C,SMF,,TRUE,,,16,,16,0,,16,,,,,,,,,16,16
114863,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",McKinney Supportive Housing,PSH,,364436,C,SMF,,TRUE,,,16,,16,4,,16,,,,,,,,,15,16
114870,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY II DOHMH Bronx Supported,PSH,,364436,C,SMF,,FALSE,,,18,,18,0,,0,,,,,,,,,18,18
114866,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY III Housing Program - Category A,PSH,,364436,C,SMF,,FALSE,,,12,,12,12,,0,,,,,,,,,11,12
114869,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY III Housing Program - Category A (2009),PSH,,364436,C,SMF,,FALSE,,,20,,20,20,,0,,,,,,,,,19,20
114872,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY III Housing Program - Category A (2012),PSH,,364436,U,SMF,,FALSE,,,10,,10,10,,,,,,,,,,,,10
114875,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY III Housing Program - Category A (2012) - 866 East 165th Street,PSH,,364436,U,SMF,,FALSE,,,18,,18,18,,,,,,,,,,,,18
114876,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY III Housing Program - Category A (2012) - Melrose Commons North,PSH,,364436,U,SMF,,FALSE,,,50,,50,50,,,,,,,,,,,,50
114867,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY III Housing Program - Category E,PSH,,364436,C,SMF,,FALSE,,,25,,25,25,,0,,,,,,,,,24,25
114877,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY III Housing Program - Category E (2012) - Melrose Commons North,PSH,,364436,U,SMF,,FALSE,,,10,,10,10,,,,,,,,,,,,10
114873,NY,New York City CoC,1037,NY-600,2012,"Bridge, The",NY/NY III Housing Program - CategoryA (2012),PSH,,364436,U,SMF,,FALSE,,,17,,17,17,,,,,,,,,,,,17
